Text,Source,User.Name,User.Screen_name,User.Location,User.Url,User.Description,User.Verified,User.Followers_count,User.Friends_count,User.Listed_count,User.Favourites_count,User.Statuses_count,User.Created_at,User.default_profile_image,User.following,Is_quote_status,Retweeted_status,Quote_count,Reply_count,Retweet_count,Favorite_count,Favorited,Retweeted,Possibly_sensitive,TweetLength,NumberOfWords,HasUrl,UrlCount,HasMentions,MentionsCount,HasHashtags,HashtagsCount,HasQuestionMark,QuestionMarkCount,HasExclamation,ExclamationCount,HasSpecialCharacter,SpecialCharacterCount,HasEmotions,EmotionsCount,AccountAge,FollowersToAccountAge,FriendsToAccountAge,StatusesCountToAccountAge,Class
"Pilot on #Germanwings #4U9525 was locked out of cockpit, tried to smash door down to re-enter, the @nytimes reports. http://t.co/eGuyJz4wGs","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Jason Whitely,JasonWhitely,Dallas/Fort Worth,http://www.wfaa.com/jwhitely/,Senior Reporter @ WFAA-TV Channel 8 jwhitely@wfaa.com,TRUE,14350,865,509,11067,28988,Tue Feb 10 06:00:42 +0000 2009,FALSE,null,FALSE,null,null,null,31,7,FALSE,FALSE,FALSE,139,20,TRUE,1,TRUE,1,TRUE,2,FALSE,0,FALSE,0,TRUE,4,FALSE,0,6,2391.666667,144.1666667,4831.333333,rumour
"One pilot was locked out of cockpit before #Germanwings flight #4U9525 crashed, killing 150: http://t.co/A7THsq3ea8","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Newsweek,Newsweek,"New York, NY",http://www.newsweek.com,"Get smarter, faster.",TRUE,2561329,58640,34270,1274,37983,Thu Mar 29 19:51:11 +0000 2007,FALSE,null,FALSE,null,null,null,65,17,FALSE,FALSE,FALSE,115,15,TRUE,1,FALSE,0,TRUE,2,FALSE,0,FALSE,0,TRUE,3,FALSE,0,8,320166.125,7330,4747.875,rumour
Ø http://t.co/VPPJAceoql plane crash #planecrash Report: Pilot locked out of cockpit before Germanwings crash 27 http://t.co/8IymLEfX69,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",Mellisa B.,mellberr,Denver,null,"Most people want to see you to do better, but not doing better than them.",FALSE,21540,21507,59,4408,39718,Tue Dec 23 01:17:27 +0000 2014,FALSE,null,FALSE,null,null,null,32,1,FALSE,FALSE,FALSE,135,16,TRUE,2,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,6,FALSE,0,1,21540,21507,39718,rumour
"One pilot in #Germanwings crash was locked out of cockpit, @nytimes reports http://t.co/doZIZCHP4o","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Yahoo News,YahooNews,New York City,http://news.yahoo.com,The official Twitter account for Yahoo News ? breaking news and popular stories.,TRUE,893725,2312,13279,297,94877,Sat Jul 07 06:52:31 +0000 2007,FALSE,null,FALSE,null,null,null,35,11,FALSE,FALSE,FALSE,98,13,TRUE,1,TRUE,1,TRUE,1,FALSE,0,FALSE,0,TRUE,3,FALSE,0,8,111715.625,289,11859.625,rumour
Names of pilots rumored to be Patrick Sonderheimer with co-pilot Andreas Lubitz - No formal confirmation yet. #germanwings,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Henk van Ess,henkvaness,,http://www.rebelmouse.com/henkvaness,Trainer of media professionals | Internet research | Social Media | @ebu_academy @asakademie @fhwienat @BBCcollege | Workshops | Have Mac will travel | Editor,FALSE,36380,4245,1085,92,21291,Sat Jun 07 09:10:35 +0000 2008,FALSE,null,FALSE,null,null,null,26,8,FALSE,FALSE,FALSE,122,18,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,2,FALSE,0,7,5197.142857,606.4285714,3041.571429,rumour
Name of the co-pilot: Andreas Lubitz. http://t.co/L7FDlo6Iom #4U9525,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Breaking News,NewsOnTheMin,newsonthemin@gmail.com,null,Breaking News. Wherever it happens. Whenever it happens. Its here.,FALSE,12220,473,332,12435,51892,Wed Nov 10 10:04:32 +0000 2010,FALSE,null,FALSE,null,null,null,51,7,FALSE,FALSE,FALSE,68,8,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,4,FALSE,0,5,2444,94.6,10378.4,rumour
BREAKING: Name of co-pilot of crashed #Germanwings flight was Andreas Lubitz,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Conflict News,rConflictNews,,http://www.conflict-news.com,Conflict News strives to give you breaking news on conflicts around the world. RT ? Endorsement - Media inquiries can be sent to  rConflictNews at gmail.,FALSE,36241,953,1214,6221,27713,Sat Jun 14 05:49:56 +0000 2014,FALSE,null,FALSE,null,null,null,69,7,FALSE,FALSE,FALSE,76,11,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,1,FALSE,0,1,36241,953,27713,rumour
"BREAKING: Name of co-pilot of crashed #Germanwings flight #4U9525 was German, Named  Andreas Lubitz http://t.co/yeIsO3yzop","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>",News_Executive,News_Executive,,null,"News reporter bringing you real time news from around the world, Always trying my best to bring you the most reliable-accurate , exclusive and classified news.",FALSE,4273,1006,165,488,6921,Tue Aug 30 11:28:47 +0000 2011,FALSE,null,FALSE,null,null,null,59,11,FALSE,FALSE,FALSE,122,16,TRUE,1,FALSE,0,TRUE,2,FALSE,0,FALSE,0,TRUE,4,FALSE,0,4,1068.25,251.5,1730.25,rumour
"The copilot of the Germanwings plans, Andreas Guenter Lubitz, appeared to want to ""destroy the plane,"" French prosecutor says.","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Terry Moran,TerryMoran,London,http://abcnews.go.com/Nightline/story?id=127239&page=1,"Chief Foreign Correspondent, ABC News.",TRUE,1183689,533,3535,48,5274,Wed Jun 25 18:10:43 +0000 2008,FALSE,null,FALSE,null,null,null,32,2,FALSE,FALSE,FALSE,126,19,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,7,169098.4286,76.14285714,753.4285714,rumour
Photo: German Co-Pilot Andreas Lubitz who seems to have crashed the #Germanwings flight no purpose http://t.co/3mSYxvNF3p,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Conflict News,rConflictNews,,http://www.conflict-news.com,Conflict News strives to give you breaking news on conflicts around the world. RT ? Endorsement - Media inquiries can be sent to  rConflictNews at gmail.,FALSE,36247,953,1215,6221,27718,Sat Jun 14 05:49:56 +0000 2014,FALSE,null,FALSE,null,null,null,232,26,FALSE,FALSE,FALSE,121,16,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,4,FALSE,0,1,36247,953,27718,rumour
#4U9525: Robin names Andreas Lubitz as the copilot in the flight deck who crashed the aircraft.,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",John Walton,thatjohn,john@walton.travel,http://walton.travel,"Airline and aviation journalist. Read me @RunwayGirl, @AusAviation & elsewhere. #PaxEx #avgeek, linguist, A340-600 fan, Endellionite, big gay sort-of-Brit.",FALSE,7419,349,314,1010,59760,Thu May 10 23:12:41 +0000 2007,FALSE,null,FALSE,null,null,null,31,3,FALSE,FALSE,FALSE,95,16,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,8,927.375,43.625,7470,rumour
"Andreas Lubitz, copilot who apparently deliberately crashed Germanwings 9525, was 24 yrs old. ""He had no reason to do it,"" prosecutor says.","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Terry Moran,TerryMoran,London,http://abcnews.go.com/Nightline/story?id=127239&page=1,"Chief Foreign Correspondent, ABC News.",TRUE,1183681,533,3534,48,5274,Wed Jun 25 18:10:43 +0000 2008,FALSE,null,FALSE,null,null,null,209,54,FALSE,FALSE,FALSE,139,22,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,7,169097.2857,76.14285714,753.4285714,rumour
"BREAKING: #Germanwings co-pilot's name is Andreas Lubitz, a German national, says Marseilles prosecutor: http://t.co/1o08vXVzP8","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",CNN International,cnni,Everywhere,http://cnn.com/international,"Breaking news from around the world, plus business, sports, entertainment and travel. We #gothere.",TRUE,3369712,336,25712,0,77522,Sat Mar 24 10:48:14 +0000 2007,FALSE,null,FALSE,null,null,null,273,58,FALSE,FALSE,FALSE,127,14,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,4,FALSE,0,8,421214,42,9690.25,rumour
French officials confirm i/d of #Germanwings copilot as being Andreas  Lubitz. Thought to be 28 y/o. Pictured here. http://t.co/bEKvhEACa1,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tom Burges Watson,Tburgeswatson,London,http://www.burgeswatson.com,FRANCE 24 evening news anchor. MONOCLE Paris correspondent. All views are my own.,FALSE,677,70,30,124,619,Sat May 21 11:54:58 +0000 2011,FALSE,null,FALSE,null,null,null,48,9,FALSE,FALSE,FALSE,138,20,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,5,FALSE,0,4,169.25,17.5,154.75,rumour
"BREAKING #Germanwings #4U9525 co-pilot's name is Andreas Lubitz, a German national, says Marseilles prosecutor.","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",AirLive.net,airlivenet,London Paris NYC Melbourne,http://www.airlive.net,"Realtime alerts, reports #avgeek ??",FALSE,61320,387,1018,354,14632,Tue Jan 07 11:38:00 +0000 2014,FALSE,null,FALSE,null,null,null,76,11,FALSE,FALSE,FALSE,111,14,FALSE,0,FALSE,0,TRUE,2,FALSE,0,FALSE,0,TRUE,1,FALSE,0,1,61320,387,14632,rumour
Update - Prosecutor confirms crashed #Germanwings flight co-pilot is Andreas Lubitz and there are strong signs he crashed on purpose,"<a href=""http://news.sky.com"" rel=""nofollow"">SkyNews Alerts - Breaking</a>",Sky News Newsdesk,SkyNewsBreak,"London, UK",http://www.skynews.com/,"The latest breaking news, direct from the Sky News team. Tweet @skynews with any questions or queries.",TRUE,1454411,6,14997,0,28435,Wed Nov 04 11:25:45 +0000 2009,FALSE,null,FALSE,null,null,null,667,78,FALSE,FALSE,FALSE,132,20,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,2,FALSE,0,6,242401.8333,1,4739.166667,rumour
#BREAKING #GERMANWINGS co-pilot confirmed name at Press Conference: FirstName: Andreas Guenter / LastName: Lubitz,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Hamish Macdonald,hamishNews,,null,"International Affairs Correspondent, ABC America",TRUE,44886,733,961,490,13974,Thu Mar 26 12:33:47 +0000 2009,FALSE,null,FALSE,null,null,null,36,4,FALSE,FALSE,FALSE,113,14,FALSE,0,FALSE,0,TRUE,2,FALSE,0,FALSE,0,TRUE,2,FALSE,0,6,7481,122.1666667,2329,rumour
French prosecutor names co-pilot of #germanwings plane that crashed in the Alps as Andreas Lubitz. He was at controls of plane.,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",USA TODAY,USATODAY,"USA TODAY HQ, McLean, Va.",http://www.usatoday.com,The latest news and most interesting stories from USA TODAY. News that's meant to be shared.,TRUE,1537786,800,24904,942,113944,Wed Aug 06 19:55:31 +0000 2008,FALSE,null,FALSE,null,null,null,67,21,FALSE,FALSE,FALSE,127,21,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,1,FALSE,0,7,219683.7143,114.2857143,16277.71429,rumour
BREAKING: Prosecutor identifies #Germanwings pilot who deliberately crashed plane carrying 150 people as German national Andreas Lubitz.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Jack Moore,JFXM,,http://jackfxmoore.com,@NewsweekEurope reporter. Back from the Middle East. Formerly at The Times. Born at a very young age. Views my own. Contact: j.moore@newsweek.com.,FALSE,20699,7871,377,2185,16413,Wed Feb 11 23:20:57 +0000 2009,FALSE,null,FALSE,null,null,null,61,11,FALSE,FALSE,FALSE,136,17,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,6,3449.833333,1311.833333,2735.5,rumour
"Andreas Lubitz, co-pilot who brought down #Germanwings flight intentionally, recently commended by the FAA: http://t.co/8dAYQ8vAKF","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Conflict News,rConflictNews,,http://www.conflict-news.com,Conflict News strives to give you breaking news on conflicts around the world. RT ? Endorsement - Media inquiries can be sent to  rConflictNews at gmail.,FALSE,36322,953,1218,6221,27725,Sat Jun 14 05:49:56 +0000 2014,FALSE,null,FALSE,null,null,null,29,5,FALSE,FALSE,FALSE,130,15,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,4,FALSE,0,1,36322,953,27725,rumour
schoolmates of co-pilot who crashed #4U9525 tell german reporters he took 6-months break from flight training in 2009 due to burnout-syndrom,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Matthias Gebauer,gebauerspon,Berlin (base),http://www.spiegel.de,Chief Correspondent for the online edition of DER SPIEGEL / Germany,TRUE,4019,1148,188,12,1584,Sun Feb 20 21:23:09 +0000 2011,FALSE,null,FALSE,null,null,null,113,27,FALSE,FALSE,FALSE,140,21,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,3,FALSE,0,4,1004.75,287,396,rumour
Doomed Germanwings co-pilot 'suffered burnout or depression' years before crash http://t.co/nkqWoRwKUK http://t.co/QRMJTWGAIr,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Daily Mirror,DailyMirror,"London, UK",http://www.mirror.co.uk/,"The official Daily Mirror & Mirror Online Twitter account - real news in real time. Also on Facebook http://t.co/HnRjiMtOF5 and at @MirrorFootball, @MirrorCeleb",TRUE,339535,6386,2851,890,126293,Tue Oct 21 14:58:45 +0000 2008,FALSE,null,FALSE,null,null,null,33,6,FALSE,FALSE,FALSE,125,12,TRUE,2,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,7,FALSE,0,7,48505,912.2857143,18041.85714,rumour
"Germanwings co-pilot battled depression in '09, friends say. http://t.co/srhDPf4Zn5 http://t.co/I3Zd1RyNud","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Fox News,FoxNews,U.S.A.,http://www.foxnews.com,"America?s Strongest Primetime Lineup Anywhere! Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos.",TRUE,5013586,384,45807,9,195821,Sat Mar 17 19:01:26 +0000 2007,FALSE,null,FALSE,null,null,null,154,62,FALSE,FALSE,FALSE,106,10,TRUE,2,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,7,FALSE,0,8,626698.25,48,24477.625,rumour
"The co-pilot who rammed the Germanwings plane into the French Alps had previously ""battled depression"" http://t.co/PSBNTXo5AV","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",New York Post,nypost,"New York, NY",http://www.nypost.com,"Breaking news & features from The New York Post, powered 24/7 by our Web team. Follow your favorite celebs at @PageSix & favorite teams at @nypostsports.",TRUE,757396,41124,15007,2034,64796,Tue Nov 18 19:46:36 +0000 2008,FALSE,null,FALSE,null,null,null,48,12,FALSE,FALSE,FALSE,125,16,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,4,FALSE,0,7,108199.4286,5874.857143,9256.571429,rumour
The co-pilot of the Germanwings Airbus was a convert to Islam - http://t.co/7MHPhG5aIR #RedNationRising,"<a href=""http://www.shareaholic.com"" rel=""nofollow"">shareaholic</a>",RedNationRising,RedNationRising,"Everywhere, USA",http://www.red-nation-rising.com,Welcome to Official Red Nation Rising Twitter page! Grassroots organization started from a Tweet to take back America from Blue Dems & RINOs! #RedNationRising,FALSE,42637,22433,615,32604,162521,Sun Nov 11 02:02:13 +0000 2012,FALSE,null,FALSE,null,null,null,34,8,FALSE,FALSE,FALSE,103,14,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,5,FALSE,0,3,14212.33333,7477.666667,54173.66667,rumour
Islam &amp; Muslims blamed even when neither have anything to do with mass killing.  #Germanwings #GermanWingsCrash http://t.co/DKmNEqzPc7,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Khaled Bey,KhaledBeydoun,,null,Law Professor  ˙  Critical Race Theorist  ˙  @AJEnglish Columnist ˙  Detroiter,FALSE,12530,669,324,12156,8723,Tue Oct 29 15:34:50 +0000 2013,FALSE,null,FALSE,null,null,null,192,83,FALSE,FALSE,FALSE,138,18,TRUE,1,FALSE,0,TRUE,2,FALSE,0,FALSE,0,TRUE,4,FALSE,0,2,6265,334.5,4361.5,rumour
Thank God he's not a Muslim! Otherwise the world'd be on a Muslim hate spree now #Germanwings http://t.co/NoXAhjSmP7 http://t.co/Qdsc50p86W,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Azry K,zulazry,Damansara & Jitra,http://azrymalarsegar.blogspot.com/,"An Advocate of Love
A Part-Time Singer
A Fun Daddy
A Red Devil since 97' 
@tinierazak keep him sane",FALSE,2862,2675,22,7899,84261,Sat Jun 20 04:28:08 +0000 2009,FALSE,null,FALSE,null,null,null,29,15,FALSE,FALSE,FALSE,139,19,TRUE,2,FALSE,0,TRUE,1,FALSE,0,TRUE,1,TRUE,6,FALSE,0,6,477,445.8333333,14043.5,rumour
BREAKING GERMAN NEWS: Germanwings Airbus Co-Pilot Was MUSLIM CONVERT http://t.co/oRtt0ab4YA via @gatewaypundit,"<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",IPayMyJizyaWith.357,SonofLiberty357,Badassistan,null,"People sleep safely in their beds at night because rough men stand ready to do violence on their behalf. Crossfit, Glocks. You are never out of the fight.",FALSE,19411,15122,342,192,161546,Wed Sep 09 15:50:55 +0000 2009,FALSE,null,FALSE,null,null,null,141,51,FALSE,FALSE,FALSE,110,12,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,TRUE,4,FALSE,0,6,3235.166667,2520.333333,26924.33333,rumour
The co-pilot of the Germanwings Airbus was a convert to Islam http://t.co/cXkX67PYQt,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Internet Hindoo !,DrShobha,ArtOfLiving.Org,http://IndiaFacts.Org,"Mother,Columnist,Dreamer@TheArtOfLiving,Blessed wid a Master,Humble Nationalist;RTs?Approvals.",FALSE,49522,2269,233,26299,87407,Thu Dec 24 05:11:14 +0000 2009,FALSE,null,FALSE,null,null,null,87,29,FALSE,FALSE,FALSE,84,12,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,4,FALSE,0,6,8253.666667,378.1666667,14567.83333,rumour
All Muslims are not like that... Okay? RT @DrShobha The co-pilot of the Germanwings Airbus was a convert to Islam,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MediaCrooks,mediacrooks,India,http://www.MediaCrooks.Com,Changing the way we consume news....  RTs Do Not Imply Endorsements.. (My book Social Media as Watchdog at http://www.karmicaction.com),FALSE,88123,205,653,12,166959,Sat Jul 03 07:34:44 +0000 2010,FALSE,null,FALSE,null,null,null,80,31,FALSE,FALSE,FALSE,113,20,FALSE,0,TRUE,1,FALSE,0,TRUE,1,FALSE,0,TRUE,1,FALSE,0,5,17624.6,41,33391.8,rumour
"Germany now has its own 9/11, thanks to the convert to Islam, #AndreasLubitz.
#GermanyWings 
http://t.co/J6OTGRWHJO http://t.co/2a0zoSkjA6","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Raven*H?U*Wolf,RavenHUWolf,Humanity Should Be Earth,null,Warning H?U Enter my page at your own discretion; graphic content. ShariaLaws & Quran are not about Democracy. Islam = Submission. Western = Freedom,FALSE,4773,1805,145,23904,50889,Tue Mar 12 22:15:49 +0000 2013,FALSE,null,FALSE,null,null,null,40,18,FALSE,FALSE,FALSE,138,15,TRUE,2,FALSE,0,TRUE,2,FALSE,0,FALSE,0,TRUE,7,FALSE,0,2,2386.5,902.5,25444.5,rumour
GERMAN NEWS: Co-Pilot of Germanwings Airbus Was MUSLIM CONVERT ??Hero of Islamic State?? http://t.co/J8budBthpm via @gatewaypundit,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Jim Hoft,gatewaypundit,"St. Louis, Missouri",http://www.thegatewaypundit.com/,Blogger- Half-Blind Activist - Conservative - Sepsis Survior - Eternally Grateful - Where Hope Made a Comeback,FALSE,34120,975,1506,306,27049,Tue Jan 20 00:45:40 +0000 2009,FALSE,null,FALSE,null,null,null,167,39,FALSE,FALSE,FALSE,130,16,TRUE,1,TRUE,1,FALSE,0,TRUE,1,FALSE,0,TRUE,4,FALSE,0,6,5686.666667,162.5,4508.166667,rumour
"BREAKING NEWS:

Germanwings Co-Pilot was recent convert to Islam.

http://t.co/fwf86tD88b http://t.co/djkzng2piM","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Joe Rowe,JOEROWE409,,null,The way that it is ... is ... the way that it is ...... and it could not be otherwise ......,FALSE,2909,2749,32,11608,61405,Fri Jun 18 18:29:28 +0000 2010,FALSE,null,FALSE,null,null,null,47,19,FALSE,FALSE,FALSE,112,9,TRUE,2,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,7,FALSE,0,5,581.8,549.8,12281,rumour
GERMAN NEWS: Co-Pilot of Germanwings Airbus Was MUSLIM CONVERT. Can any muslim be trusted near an airplane now?,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Daxton Brown,daxtonbrown,Las Vegas,http://www.futurnamics.com,AUTHOR: GOING GALT:Surviving Economic Armageddon / SURVIVING CIVIL WAR II / HARRY Money Mob Influence  (Reid bio) http://www.youtube.com/watch?v=9iwNp5v-hGY,FALSE,27856,27971,460,9,35422,Tue Apr 26 15:36:22 +0000 2011,FALSE,null,FALSE,null,null,null,45,22,FALSE,FALSE,FALSE,111,18,FALSE,0,FALSE,0,FALSE,0,TRUE,1,FALSE,0,TRUE,1,FALSE,0,4,6964,6992.75,8855.5,rumour
BREAKING: #Germanwings co-pilot was recent Muslim convert http://t.co/aqvtsI7OcV http://t.co/BI5OLZJKJI,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",John Galt,JohnGGalt,"5,208?14,203 feet, Colorado",null,Artist,FALSE,50154,284,1460,49070,15906,Tue Apr 06 22:20:46 +0000 2010,FALSE,null,FALSE,null,null,null,38,13,FALSE,FALSE,FALSE,103,9,TRUE,2,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,7,FALSE,0,5,10030.8,56.8,3181.2,rumour
"Converts are DISTURBED!!
Co-Pilot of #GermanWings Airbus Was a Muslim convert.
""Hero of Islamic State""
http://t.co/jBoJb6rfor #WhiteMuslims","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RiWired,riwired,Broadway ,http://UniteBlue.org/user/riwired/,#Dogs #Theater #Music #Art #DogTraining #Tolerance #Peace #UniteBlue #SocialMediaStrategist #OFA #LGBT Nothing is an endorsement. I will #Followback,FALSE,24283,26712,342,178214,133218,Fri Apr 10 01:35:01 +0000 2009,FALSE,null,FALSE,null,null,null,25,11,FALSE,FALSE,FALSE,139,14,TRUE,1,FALSE,0,TRUE,2,FALSE,0,TRUE,2,TRUE,4,FALSE,0,6,4047.166667,4452,22203,rumour
"Memo to @ron_fournier: you owe @jimgeraghty an apology:

GERMAN NEWS: Co-Pilot of Germanwings Airbus Was MUSLIM CONVERT","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Noah Wehrman,NoahWehrman,,null,"Chicks Really, Really Dig me",FALSE,1843,96,63,2506,28566,Thu Mar 15 18:42:44 +0000 2012,FALSE,null,FALSE,null,null,null,33,14,FALSE,FALSE,FALSE,119,16,FALSE,0,TRUE,2,FALSE,0,FALSE,0,FALSE,0,TRUE,2,FALSE,0,3,614.3333333,32,9522,rumour
The co-pilot of the Germanwings Airbus was a convert to Islam http://t.co/Q7yHJ4Ne2d,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SanghArmy,SanghArmy,,null,All RSS supporter join us and make bharat Vishwa Guru,FALSE,4357,3717,13,16,2630,Fri Aug 22 06:43:56 +0000 2014,FALSE,null,FALSE,null,null,null,131,27,FALSE,FALSE,FALSE,84,12,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,4,FALSE,0,1,4357,3717,2630,rumour
"German PI-News Magazine is Reporting Germanwings Co-Pilot Was Recent Convert to Islam??

Read: http://t.co/6aNN7RQUZ6 http://t.co/u9ggRyxnVD","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Villi Wilson,Conservative_VW,"Honoka'a, Hawaii; Big Island",null,"Small Business Owner; Husband, Father(5Girls); Grandfather(2Boys1Girl); Christian; Independent Conservative; USAFVet; #tcot; Political Satire",FALSE,42903,36427,698,5587,121912,Tue Aug 02 01:32:35 +0000 2011,FALSE,null,FALSE,null,null,null,37,9,FALSE,FALSE,FALSE,140,14,TRUE,2,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,8,FALSE,0,4,10725.75,9106.75,30478,rumour
"MUSLIM CONVERT? A German news website, http://t.co/sZQQ0pKwM1 claims Andreas Lubitz was a Muslim convert http://t.co/nX2CXzgiJr","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",slone,slone,? Right where God wants me ?,http://twitter.com/slone,"Circumstances do not make the man, they reveal him.  James Allen ?PRO-ISRAEL? Despise term RINO. PROTIP: Solutions NOT temper tantrums! Haters blocked",FALSE,33277,186,1143,2571,196422,Sat Nov 22 19:28:30 +0000 2008,FALSE,null,FALSE,null,null,null,31,13,FALSE,FALSE,FALSE,127,15,TRUE,2,FALSE,0,FALSE,0,TRUE,1,FALSE,0,TRUE,6,FALSE,0,7,4753.857143,26.57142857,28060.28571,rumour
Co-pilot was a fresh convert- http://t.co/paAKWfHdg3,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",No More Rino Excuses,USAlivestrong," AZ-Via Colorado, Native",http://www.wix.com/actionandeducation/cldc,"American conservative, fed up with bs and looking forward to a nobama world. Kind, intelligent, honest people are rare gifts to humanity. Treasure them.",FALSE,18617,20350,369,6694,206389,Sat Nov 21 03:39:11 +0000 2009,FALSE,null,FALSE,null,null,null,56,19,FALSE,FALSE,FALSE,52,6,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,5,FALSE,0,6,3102.833333,3391.666667,34398.16667,rumour
